shipment_id,source_hub,destination_hub,intermediate_hub,corridor,route_id,route_type,vehicle_type,route_distance,traffic_level,weather_condition,congestion_score,num_stops,hub_load,hub_capacity,shipment_priority,time_of_day,day_of_week,actual_delivery_time,promised_delivery_time,delivery_time_hrs,delay_minutes,sla_breach,shipment_datetime
SHP03885,Pune,Lucknow,,General Network,Pune_Lucknow,Rural,Mini Truck,2399,0.18,Fog,0.384,1,0.69,2800,Standard,Afternoon,Saturday,103.015,72.0,103.015,2626.8,1,2024-06-15 16:00:00
SHP03886,Patna,Lucknow,Mumbai,General Network,Patna_Lucknow,Highway,Express Van,2255,1.0,Fog,0.988,0,0.97,1100,Same-Day,Evening Rush,Sunday,57.132,24.0,57.132,1957.3,1,2024-04-28 19:00:00
SHP03887,Kochi,Bangalore,Bhopal,General Network,Kochi_Bangalore,Expressway,Container,904,0.3,Clear,0.34,6,0.4,800,Economy,Midday,Friday,17.794,15.678,17.794,396.0,0,2024-12-06 13:00:00
SHP03888,Jaipur,Lucknow,,General Network,Jaipur_Lucknow,Rural,Mini Truck,493,0.37,Rain,0.614,3,0.98,2200,Standard,Afternoon,Wednesday,24.41,18.465,24.41,734.2,0,2024-02-28 16:00:00
SHP03889,Vadodara,Chennai,Chandigarh,General Network,Vadodara_Chennai,Rural,Express Van,1149,0.69,Heavy Rain,0.498,3,0.21,750,Economy,Morning Rush,Tuesday,71.02,29.981,71.02,2929.0,0,2024-01-09 09:00:00
SHP03890,Delhi,Bhopal,,General Network,Delhi_Bhopal,Highway,Carting Vehicle,1877,0.34,Cloudy,0.46,5,0.64,4800,Express,Evening Rush,Thursday,41.543,43.307,41.543,615.6,0,2024-06-27 18:00:00
SHP03891,Delhi,Mumbai,,Western Corridor,Delhi_Mumbai,Highway,Container,1825,0.77,Cloudy,0.742,6,0.7,4800,Standard,Morning Rush,Monday,50.736,37.528,50.736,1433.9,0,2024-01-15 08:00:00
SHP03892,Indore,Bangalore,,General Network,Indore_Bangalore,City Road,Mini Truck,1504,0.22,Rain,0.344,4,0.53,1400,Economy,Night,Sunday,89.099,64.758,89.099,2481.2,0,2024-03-10 22:00:00
SHP03893,Mumbai,Pune,,Mumbai-Pune Expressway,Mumbai_Pune,Expressway,Carting Vehicle,1308,0.93,Clear,0.898,5,0.85,5000,Same-Day,Morning Rush,Friday,28.948,24.0,28.948,635.4,1,2024-09-27 08:00:00
SHP03894,Vizag,Mumbai,,General Network,Vizag_Mumbai,Rural,Carting Vehicle,294,0.92,Rain,0.852,0,0.75,850,Economy,Morning Rush,Monday,24.702,14.125,24.702,959.5,0,2024-03-11 08:00:00
SHP03895,Jaipur,Chennai,Ahmedabad,General Network,Jaipur_Chennai,Highway,Carting Vehicle,2250,0.65,Cloudy,0.782,2,0.98,2200,Standard,Midday,Wednesday,65.614,53.576,65.614,1686.9,0,2024-11-20 11:00:00
SHP03896,Bangalore,Jaipur,,General Network,Bangalore_Jaipur,Rural,Mini Truck,2182,0.12,Fog,0.316,5,0.61,4200,Same-Day,Midday,Sunday,78.541,24.0,78.541,1479.9,1,2024-02-25 13:00:00
SHP03897,Surat,Kolkata,Vadodara,General Network,Surat_Kolkata,City Road,FTL Truck,1005,0.96,Cloudy,0.756,1,0.45,1800,Express,Morning Rush,Monday,52.011,40.657,52.011,1397.8,1,2024-08-19 06:00:00
SHP03898,Coimbatore,Ahmedabad,,General Network,Coimbatore_Ahmedabad,Highway,FTL Truck,1059,0.44,Storm,0.356,6,0.23,900,Express,Midday,Saturday,38.851,19.187,38.851,1536.8,0,2024-12-28 11:00:00
SHP03899,Jaipur,Indore,,General Network,Jaipur_Indore,Highway,Container,1199,0.51,Cloudy,0.554,4,0.62,2200,Express,Evening Rush,Friday,26.488,27.774,26.488,531.3,0,2024-09-27 20:00:00
SHP03900,Jaipur,Kolkata,Hyderabad,General Network,Jaipur_Kolkata,Expressway,FTL Truck,529,0.63,Cloudy,0.474,6,0.24,2200,Standard,Midday,Friday,11.606,11.768,11.606,362.3,0,2024-08-02 12:00:00
SHP03901,Jaipur,Delhi,,NCR-Rajasthan Corridor,Jaipur_Delhi,Highway,Carting Vehicle,1815,0.86,Clear,0.892,0,0.94,2200,Economy,Evening Rush,Friday,57.79,43.987,57.79,1652.4,0,2024-02-23 20:00:00
SHP03902,Delhi,Chandigarh,Indore,General Network,Delhi_Chandigarh,Expressway,Container,1870,0.94,Cloudy,0.824,0,0.65,4800,Standard,Evening Rush,Thursday,45.354,31.329,45.354,1331.7,0,2024-06-20 19:00:00
SHP03903,Ahmedabad,Lucknow,,General Network,Ahmedabad_Lucknow,Highway,Mini Truck,390,0.71,Clear,0.662,3,0.59,2600,Express,Afternoon,Tuesday,8.915,11.463,8.915,209.9,0,2024-06-18 14:00:00
SHP03904,Bangalore,Patna,,General Network,Bangalore_Patna,Highway,Container,792,0.57,Clear,0.706,6,0.91,4200,Economy,Morning Rush,Friday,22.495,18.408,22.495,650.9,0,2024-05-03 07:00:00
SHP03905,Lucknow,Jaipur,,General Network,Lucknow_Jaipur,Mixed,Container,2022,0.34,Cloudy,0.54,4,0.84,2000,Express,Morning Rush,Sunday,53.222,48.0,53.222,814.5,1,2024-08-25 07:00:00
SHP03906,Bangalore,Mumbai,,Western-Southern Corridor,Bangalore_Mumbai,Mixed,Mini Truck,1893,0.31,Cloudy,0.442,5,0.64,4200,Standard,Afternoon,Thursday,50.437,49.782,50.437,922.9,0,2024-02-29 16:00:00
SHP03907,Surat,Coimbatore,,General Network,Surat_Coimbatore,City Road,Carting Vehicle,1813,,Fog,0.492,4,0.72,1800,Standard,Midday,Sunday,132.851,72.0,132.851,3827.0,1,2024-11-24 13:00:00
SHP03908,Hyderabad,Coimbatore,Chennai,General Network,Hyderabad_Coimbatore,City Road,Mini Truck,984,0.95,Rain,0.762,5,0.48,3800,Standard,Morning Rush,Thursday,78.512,43.049,78.512,2836.4,1,2024-12-05 07:00:00
SHP03909,Kolkata,Vadodara,Bangalore,General Network,Kolkata_Vadodara,Mixed,Container,427,0.93,Cloudy,0.778,1,0.55,3200,Same-Day,Morning Rush,Wednesday,14.671,13.745,14.671,377.9,0,2024-12-18 08:00:00
SHP03910,Kolkata,Delhi,,Northern-Eastern Corridor,Kolkata_Delhi,Rural,Container,1636,0.31,Storm,0.418,2,0.58,3200,Same-Day,Evening Rush,Tuesday,100.959,24.0,100.959,3491.2,1,2024-05-21 18:00:00
SHP03911,Chennai,Patna,Bangalore,General Network,Chennai_Patna,Expressway,FTL Truck,1693,0.11,Cloudy,0.422,1,0.89,3500,Express,Night,Friday,21.453,27.896,21.453,217.9,0,2024-01-19 22:00:00
SHP03912,Vizag,Mumbai,,General Network,Vizag_Mumbai,Expressway,Carting Vehicle,359,0.79,Heavy Rain,0.722,3,0.62,850,Express,Afternoon,Sunday,15.548,9.136,15.548,630.5,0,2024-06-30 17:00:00
SHP03913,Ahmedabad,Bangalore,Bhopal,General Network,Ahmedabad_Bangalore,Highway,Mini Truck,1915,0.88,Clear,0.912,4,0.96,2600,Express,Morning Rush,Thursday,43.874,36.67,43.874,1036.6,0,2024-10-31 08:00:00
SHP03914,Nagpur,Hyderabad,,General Network,Nagpur_Hyderabad,Mixed,Express Van,2420,0.28,Clear,0.444,3,0.69,1600,Economy,Evening Rush,Wednesday,50.083,46.857,50.083,900.6,0,2024-06-19 19:00:00
SHP03915,Bhopal,Vizag,Kochi,General Network,Bhopal_Vizag,Rural,Mini Truck,806,0.82,Fog,0.688,2,0.49,1200,Express,Midday,Monday,46.748,26.988,46.748,1610.8,0,2024-03-11 12:00:00
SHP03916,Kochi,Bangalore,Kolkata,General Network,Kochi_Bangalore,City Road,Carting Vehicle,1363,0.65,Cloudy,0.502,5,0.28,800,Same-Day,Afternoon,Monday,75.007,24.0,75.007,1385.0,1,2024-05-06 15:00:00
SHP03917,Kochi,Delhi,,General Network,Kochi_Delhi,Highway,FTL Truck,1184,0.21,Fog,0.47,6,0.86,800,Same-Day,Afternoon,Wednesday,25.058,20.802,25.058,615.5,1,2024-10-16 17:00:00
SHP03918,Chennai,Mumbai,,General Network,Chennai_Mumbai,Mixed,Mini Truck,345,0.13,Storm,0.414,2,0.84,3500,Economy,Evening Rush,Saturday,19.455,11.742,19.455,784.0,0,2024-06-01 20:00:00
SHP03919,Patna,Chandigarh,Hyderabad,General Network,Patna_Chandigarh,Expressway,Express Van,935,0.77,Cloudy,0.666,4,0.51,1100,Economy,Midday,Thursday,19.541,15.711,19.541,658.9,0,2024-10-10 11:00:00
SHP03920,Chandigarh,Mumbai,,General Network,Chandigarh_Mumbai,Highway,Mini Truck,1336,0.36,Heavy Rain,0.468,1,0.63,1000,Same-Day,Night,Saturday,38.213,24.0,38.213,1179.4,1,2024-07-06 22:00:00
SHP03921,Patna,Pune,Vadodara,General Network,Patna_Pune,Highway,Carting Vehicle,1399,0.43,Clear,0.57,1,0.78,1100,Standard,Morning Rush,Wednesday,31.635,32.475,31.635,499.1,0,2024-04-24 09:00:00
SHP03922,Chennai,Indore,,General Network,Chennai_Indore,Expressway,Mini Truck,714,0.55,Clear,0.482,1,0.38,3500,Express,Night,Tuesday,12.342,15.779,12.342,239.5,0,2024-01-02 22:00:00
SHP03923,Indore,Chandigarh,,General Network,Indore_Chandigarh,Rural,Carting Vehicle,273,0.36,Clear,0.544,6,0.82,1400,Economy,Morning Rush,Tuesday,14.605,15.245,14.605,391.0,0,2024-11-05 06:00:00
SHP03924,Jaipur,Kochi,Ahmedabad,General Network,Jaipur_Kochi,Highway,Mini Truck,775,0.51,Rain,0.418,2,0.28,2200,Express,Evening Rush,Sunday,20.172,17.53,20.172,564.5,0,2024-04-14 19:00:00
SHP03925,Kolkata,Delhi,,Northern-Eastern Corridor,Kolkata_Delhi,Rural,Carting Vehicle,1677,0.8,Clear,0.828,1,0.87,3200,Economy,Morning Rush,Wednesday,92.654,69.349,92.654,2577.9,0,2024-08-21 08:00:00
SHP03926,Bangalore,Ahmedabad,,General Network,Bangalore_Ahmedabad,Highway,Mini Truck,1767,0.45,Heavy Rain,0.606,6,0.84,4200,Express,Evening Rush,Thursday,58.625,35.264,58.625,2045.0,1,2024-08-08 20:00:00
SHP03927,Indore,Kolkata,,General Network,Indore_Kolkata,Expressway,FTL Truck,2326,0.78,Heavy Rain,0.568,6,0.25,1400,Economy,Morning Rush,Saturday,82.315,34.61,82.315,3469.8,0,2024-03-23 09:00:00
SHP03928,Hyderabad,Chandigarh,,General Network,Hyderabad_Chandigarh,Highway,FTL Truck,1900,0.83,Storm,0.618,4,0.3,3800,Express,Morning Rush,Monday,81.745,32.49,81.745,3479.7,1,2024-04-22 09:00:00
SHP03929,Chandigarh,Pune,,General Network,Chandigarh_Pune,Rural,Container,2234,0.85,Fog,0.638,3,0.32,1000,Express,Afternoon,Friday,136.849,48.0,136.849,4706.6,1,2024-10-04 17:00:00
SHP03930,Chennai,Kolkata,,General Network,Chennai_Kolkata,Highway,Carting Vehicle,1129,0.76,Heavy Rain,0.7,3,0.61,3500,Standard,Evening Rush,Saturday,55.544,27.936,55.544,2203.6,0,2024-09-14 20:00:00
SHP03931,Nagpur,Vizag,,General Network,Nagpur_Vizag,Mixed,Mini Truck,697,0.6,Storm,0.472,5,,1600,Express,Evening Rush,Tuesday,40.687,20.031,40.687,1666.8,0,2024-10-29 21:00:00
SHP03932,Kochi,Pune,,General Network,Kochi_Pune,Expressway,Express Van,652,0.24,Fog,0.324,0,0.45,800,Economy,Night,Sunday,11.801,11.687,11.801,350.0,0,2024-03-10 22:00:00
SHP03933,Chandigarh,Coimbatore,,General Network,Chandigarh_Coimbatore,Rural,Carting Vehicle,982,0.65,Heavy Rain,0.726,5,0.84,1000,Same-Day,Midday,Thursday,69.562,24.0,69.562,2428.0,1,2024-06-06 11:00:00
SHP03934,Bhopal,Chandigarh,,General Network,Bhopal_Chandigarh,Expressway,FTL Truck,1481,0.34,Cloudy,0.328,1,0.31,1200,Standard,Morning Rush,Friday,22.649,22.337,22.649,423.5,0,2024-05-24 07:00:00
SHP03935,Patna,Bangalore,,General Network,Patna_Bangalore,Expressway,Mini Truck,1372,0.49,Cloudy,0.526,5,0.58,1100,Economy,Morning Rush,Saturday,29.156,22.332,29.156,786.6,0,2024-02-10 06:00:00
SHP03936,Indore,Delhi,Vadodara,General Network,Indore_Delhi,City Road,Carting Vehicle,1558,0.65,Fog,0.578,1,0.47,1400,Economy,Night,Monday,152.882,78.463,152.882,5611.8,1,2024-05-13 22:00:00
SHP03937,Bangalore,Delhi,Nagpur,General Network,Bangalore_Delhi,Expressway,Container,940,0.85,Storm,0.706,0,0.49,4200,Same-Day,Morning Rush,Friday,37.261,17.04,37.261,1537.2,1,2024-06-14 06:00:00
SHP03938,Pune,Hyderabad,,General Network,Pune_Hyderabad,City Road,FTL Truck,1684,0.98,Storm,0.824,2,0.59,2800,Economy,Midday,Saturday,212.544,67.152,212.544,9865.8,1,2024-09-21 12:00:00
SHP03939,Surat,Jaipur,,General Network,Surat_Jaipur,Rural,FTL Truck,2049,0.82,Fog,0.64,0,0.37,1800,Economy,Evening Rush,Tuesday,126.757,63.157,126.757,4873.4,1,2024-07-30 20:00:00
SHP03940,Chennai,Indore,,General Network,Chennai_Indore,Mixed,Container,212,0.39,Heavy Rain,0.354,5,0.3,3500,Economy,Afternoon,Monday,13.387,9.749,13.387,553.8,0,2024-06-10 17:00:00
SHP03941,Mumbai,Chandigarh,,General Network,Mumbai_Chandigarh,Rural,Express Van,2435,0.38,Heavy Rain,0.428,1,0.5,5000,Economy,Morning Rush,Tuesday,124.671,62.834,124.671,4657.1,1,2024-05-21 07:00:00
SHP03942,Pune,Bhopal,,General Network,Pune_Bhopal,Rural,FTL Truck,1828,0.63,Rain,0.482,6,0.26,2800,Same-Day,Afternoon,Tuesday,74.377,24.0,74.377,2025.3,1,2024-08-06 16:00:00
SHP03943,Bhopal,Coimbatore,,General Network,Bhopal_Coimbatore,Mixed,Mini Truck,1224,0.44,Fog,0.44,6,0.44,1200,Express,Morning Rush,Thursday,45.769,31.675,45.769,1386.1,0,2024-12-12 07:00:00
SHP03944,Indore,Nagpur,,General Network,Indore_Nagpur,Mixed,Express Van,561,0.47,Heavy Rain,0.41,6,0.32,1400,Standard,Evening Rush,Wednesday,23.088,14.29,23.088,897.4,0,2024-10-02 20:00:00
SHP03945,Chandigarh,Jaipur,,General Network,Chandigarh_Jaipur,Highway,Container,1123,0.53,Cloudy,0.554,5,0.59,1000,Express,Midday,Friday,26.104,23.655,26.104,575.4,0,2024-02-02 13:00:00
SHP03946,Delhi,Lucknow,Bangalore,UP Corridor,Delhi_Lucknow,Highway,Container,2226,0.92,Fog,0.676,5,0.31,4800,Standard,Afternoon,Wednesday,87.219,46.093,87.219,3269.0,1,2024-02-21 15:00:00
SHP03947,Kochi,Pune,,General Network,Kochi_Pune,Highway,Carting Vehicle,2488,0.94,Fog,0.664,2,0.25,800,Standard,Evening Rush,Monday,109.391,56.059,109.391,4075.4,1,2024-03-25 19:00:00
SHP03948,Kolkata,Delhi,Chennai,Northern-Eastern Corridor,Kolkata_Delhi,Expressway,Mini Truck,296,0.47,Fog,0.606,6,0.81,3200,Same-Day,Morning Rush,Tuesday,7.462,7.693,7.462,240.0,0,2024-06-04 08:00:00
SHP03949,Chennai,Kolkata,,General Network,Chennai_Kolkata,Highway,FTL Truck,1476,0.24,Clear,0.344,0,0.5,3500,Same-Day,Morning Rush,Monday,19.569,24.0,19.569,67.1,0,2024-12-09 08:00:00
SHP03950,Bangalore,Delhi,,General Network,Bangalore_Delhi,Rural,Container,1880,0.58,Rain,0.56,5,0.53,4200,Express,Morning Rush,Tuesday,96.065,48.0,96.065,2814.9,1,2024-11-12 06:00:00
SHP03951,Jaipur,Nagpur,,General Network,Jaipur_Nagpur,City Road,Express Van,2158,0.73,Heavy Rain,0.554,5,0.29,2200,Standard,Midday,Thursday,154.764,72.0,154.764,6068.9,1,2024-09-05 10:00:00
SHP03952,Vizag,Chennai,Vadodara,General Network,Vizag_Chennai,Highway,Carting Vehicle,1757,0.17,Cloudy,0.266,4,0.41,850,Express,Afternoon,Tuesday,36.003,39.769,36.003,403.2,0,2024-06-11 17:00:00
SHP03953,Surat,Vadodara,,General Network,Surat_Vadodara,Mixed,Carting Vehicle,2085,0.87,Heavy Rain,0.714,6,0.48,1800,Same-Day,Midday,Monday,123.615,24.0,123.615,4636.9,1,2024-04-08 10:00:00
SHP03954,Delhi,Kochi,Bhopal,General Network,Delhi_Kochi,Highway,Mini Truck,848,0.14,Storm,0.432,3,,4800,Standard,Evening Rush,Friday,31.315,17.617,31.315,1172.2,0,2024-11-22 19:00:00
SHP03955,Bangalore,Nagpur,Vizag,General Network,Bangalore_Nagpur,Highway,Carting Vehicle,2431,0.55,Clear,0.61,6,0.7,4200,Standard,Evening Rush,Thursday,60.535,56.131,60.535,1201.1,0,2024-09-19 18:00:00
SHP03956,Patna,Surat,,General Network,Patna_Surat,Expressway,Express Van,887,0.81,Clear,0.67,1,0.46,1100,Same-Day,Morning Rush,Sunday,12.254,12.789,12.254,248.1,0,2024-07-28 08:00:00
SHP03957,Surat,Chandigarh,Bhopal,General Network,Surat_Chandigarh,Mixed,Container,235,0.4,Rain,0.512,4,0.68,1800,Standard,Midday,Saturday,10.734,7.061,10.734,367.5,0,2024-04-20 10:00:00
SHP03958,Hyderabad,Nagpur,,General Network,Hyderabad_Nagpur,Highway,FTL Truck,1999,0.43,Clear,0.418,4,0.4,3800,Express,Evening Rush,Tuesday,32.164,37.28,32.164,430.6,0,2024-05-21 19:00:00
SHP03959,Chandigarh,Bhopal,,General Network,Chandigarh_Bhopal,Mixed,Container,128,0.69,Storm,0.79,3,0.94,1000,Economy,Morning Rush,Saturday,10.739,6.754,10.739,493.7,0,2024-02-03 06:00:00
SHP03960,Hyderabad,Vadodara,Surat,General Network,Hyderabad_Vadodara,Mixed,Mini Truck,1489,0.25,Storm,0.322,4,0.43,3800,Economy,Afternoon,Saturday,83.005,38.638,83.005,3325.8,0,2024-04-13 14:00:00
SHP03961,Kochi,Bangalore,Coimbatore,General Network,Kochi_Bangalore,Expressway,FTL Truck,2136,0.31,Clear,0.466,2,0.7,800,Standard,Afternoon,Thursday,29.483,33.961,29.483,419.9,0,2024-06-06 14:00:00
SHP03962,Lucknow,Coimbatore,,General Network,Lucknow_Coimbatore,Rural,Carting Vehicle,970,0.46,Clear,0.536,2,0.65,2000,Economy,Evening Rush,Monday,45.93,42.12,45.93,1031.3,0,2024-09-16 18:00:00
SHP03963,Indore,Vadodara,,General Network,Indore_Vadodara,City Road,FTL Truck,1187,0.83,Rain,0.622,3,0.31,1400,Standard,Midday,Friday,81.154,46.276,81.154,2834.4,1,2024-12-27 13:00:00
SHP03964,Mumbai,Indore,,General Network,Mumbai_Indore,Rural,Container,680,0.48,Clear,0.4,4,0.28,5000,Economy,Evening Rush,Saturday,29.902,25.935,29.902,727.5,0,2024-06-22 19:00:00
SHP03965,Ahmedabad,Jaipur,,General Network,Ahmedabad_Jaipur,Highway,Carting Vehicle,2052,0.35,Clear,0.538,0,0.82,2600,Express,Evening Rush,Saturday,41.226,46.429,41.226,421.5,0,2024-12-28 21:00:00
SHP03966,Kolkata,Bangalore,Jaipur,General Network,Kolkata_Bangalore,Highway,FTL Truck,758,0.79,Rain,0.806,4,0.83,3200,Express,Evening Rush,Tuesday,23.425,14.997,23.425,837.0,0,2024-10-22 21:00:00
SHP03967,Vadodara,Nagpur,Mumbai,General Network,Vadodara_Nagpur,Rural,FTL Truck,2442,0.12,Clear,0.228,6,0.39,750,Express,Morning Rush,Friday,57.39,48.0,57.39,187.4,1,2024-05-31 09:00:00
SHP03968,Chandigarh,Nagpur,,General Network,Chandigarh_Nagpur,Expressway,Express Van,265,0.32,Heavy Rain,0.576,3,0.96,1000,Same-Day,Midday,Tuesday,6.933,4.7,6.933,270.4,0,2024-07-30 12:00:00
SHP03969,Nagpur,Bangalore,Lucknow,General Network,Nagpur_Bangalore,Expressway,FTL Truck,1324,0.24,Clear,0.472,0,0.82,1600,Express,Midday,Tuesday,16.081,22.482,16.081,128.6,0,2024-01-30 13:00:00
SHP03970,Chennai,Nagpur,Bangalore,General Network,Chennai_Nagpur,Rural,Carting Vehicle,669,0.24,Heavy Rain,0.344,1,0.5,3500,Same-Day,Evening Rush,Friday,36.815,24.0,36.815,1019.6,1,2024-01-05 21:00:00
SHP03971,Chennai,Surat,,General Network,Chennai_Surat,Mixed,Container,862,0.84,Heavy Rain,0.812,4,0.77,3500,Express,Morning Rush,Saturday,49.27,26.003,49.27,1942.1,1,2024-10-19 09:00:00
SHP03972,Bhopal,Patna,,General Network,Bhopal_Patna,Highway,FTL Truck,1846,0.76,,0.716,1,0.65,1200,Standard,Afternoon,Thursday,53.045,32.878,53.045,1798.2,0,2024-02-08 17:00:00
SHP03973,Vizag,Jaipur,Chandigarh,General Network,Vizag_Jaipur,Expressway,FTL Truck,1108,0.16,Rain,0.276,5,0.45,850,Same-Day,Midday,Friday,18.975,17.832,18.975,438.7,0,2024-10-25 11:00:00
SHP03974,Kolkata,Surat,Ahmedabad,General Network,Kolkata_Surat,Rural,FTL Truck,954,0.89,Storm,0.686,4,0.38,3200,Same-Day,Afternoon,Saturday,70.026,24.0,70.026,2929.6,1,2024-10-26 16:00:00
SHP03975,Hyderabad,Nagpur,,General Network,Hyderabad_Nagpur,City Road,Mini Truck,1792,0.68,,0.736,1,0.82,3800,Economy,Afternoon,Tuesday,217.276,75.443,217.276,9623.3,1,2024-07-02 15:00:00
SHP03976,Indore,Hyderabad,,General Network,Indore_Hyderabad,Expressway,Express Van,1546,0.31,Clear,0.57,2,0.96,1400,Same-Day,Night,Thursday,17.643,21.755,17.643,209.5,0,2024-11-21 22:00:00
SHP03977,Delhi,Jaipur,,NCR-Rajasthan Corridor,Delhi_Jaipur,Rural,Express Van,2373,0.35,Heavy Rain,0.486,2,0.69,4800,Economy,Midday,Monday,119.64,63.625,119.64,4427.1,0,2024-02-05 13:00:00
SHP03978,Vizag,Pune,Chennai,General Network,Vizag_Pune,City Road,Carting Vehicle,522,0.19,Storm,0.462,3,0.87,850,Standard,Evening Rush,Monday,51.981,27.217,51.981,1925.7,0,2024-10-21 20:00:00
SHP03979,Mumbai,Kolkata,Delhi,General Network,Mumbai_Kolkata,Mixed,Carting Vehicle,690,0.99,Fog,0.718,2,0.31,5000,Express,Evening Rush,Friday,39.039,24.347,39.039,1422.4,0,2024-11-08 21:00:00
SHP03980,Nagpur,Jaipur,,General Network,Nagpur_Jaipur,Mixed,Express Van,2360,0.8,Rain,0.84,6,0.9,1600,Standard,Night,Tuesday,80.982,47.1,80.982,2806.7,1,2024-06-18 22:00:00
SHP03981,Bangalore,Nagpur,,General Network,Bangalore_Nagpur,City Road,Mini Truck,1105,0.24,Fog,0.504,1,0.9,4200,Express,Afternoon,Saturday,59.052,47.673,59.052,1438.3,1,2024-12-14 15:00:00
SHP03982,Nagpur,Vadodara,,General Network,Nagpur_Vadodara,City Road,Express Van,2007,0.57,,0.59,0,0.62,1600,Same-Day,Morning Rush,Thursday,61.921,24.0,61.921,723.5,1,2024-04-04 07:00:00
SHP03983,Chandigarh,Kolkata,Delhi,General Network,Chandigarh_Kolkata,Expressway,Express Van,1764,0.27,Fog,0.538,0,0.94,1000,Express,Morning Rush,Saturday,28.697,22.124,28.697,753.1,0,2024-01-06 08:00:00
SHP03984,Mumbai,Kochi,,General Network,Mumbai_Kochi,Rural,Express Van,622,0.94,Clear,0.812,1,0.62,5000,Economy,Midday,Wednesday,24.481,18.676,24.481,747.7,0,2024-10-30 13:00:00
SHP03985,Chandigarh,Vizag,,General Network,Chandigarh_Vizag,Rural,Container,1201,0.84,Fog,0.88,1,0.94,1000,Economy,Evening Rush,Monday,89.114,44.594,89.114,3462.9,0,2024-08-12 20:00:00
SHP03986,Pune,Coimbatore,,General Network,Pune_Coimbatore,City Road,Mini Truck,937,0.84,Heavy Rain,0.76,0,0.64,2800,Economy,Afternoon,Tuesday,100.873,43.421,100.873,4267.6,0,2024-10-22 14:00:00
SHP03987,Nagpur,Delhi,Chandigarh,General Network,Nagpur_Delhi,Highway,Express Van,926,0.53,Cloudy,0.446,1,0.32,1600,Express,Midday,Friday,15.107,14.231,15.107,302.5,0,2024-10-04 13:00:00
SHP03988,Hyderabad,Bhopal,Vadodara,General Network,Hyderabad_Bhopal,City Road,Carting Vehicle,2316,0.46,Fog,0.456,2,0.45,3800,Same-Day,Afternoon,Saturday,154.973,24.0,154.973,4004.6,1,2024-06-22 14:00:00
SHP03989,Ahmedabad,Bhopal,,General Network,Ahmedabad_Bhopal,Mixed,Container,370,0.62,Storm,0.62,4,0.62,2600,Standard,Morning Rush,Thursday,25.726,11.601,25.726,1108.3,0,2024-09-26 08:00:00
SHP03990,Nagpur,Indore,,General Network,Nagpur_Indore,City Road,Container,1538,0.97,Rain,0.862,6,0.7,1600,Express,Morning Rush,Monday,120.393,48.0,120.393,4121.7,1,2024-04-08 07:00:00
SHP03991,Patna,Pune,Ahmedabad,General Network,Patna_Pune,Expressway,Carting Vehicle,909,0.52,Heavy Rain,0.556,0,0.61,1100,Standard,Evening Rush,Wednesday,33.449,21.264,33.449,1241.5,0,2024-04-17 18:00:00
SHP03992,Vadodara,Hyderabad,Kochi,General Network,Vadodara_Hyderabad,Mixed,Mini Truck,1656,0.98,Rain,0.74,5,0.38,750,Economy,Midday,Tuesday,87.44,42.99,87.44,3406.4,0,2024-04-30 13:00:00
SHP03993,Chennai,Chandigarh,Jaipur,General Network,Chennai_Chandigarh,Rural,FTL Truck,380,0.72,Clear,0.604,3,0.43,3500,Economy,Afternoon,Wednesday,16.53,14.477,16.53,485.1,0,2024-12-18 17:00:00
SHP03994,Bangalore,Vadodara,,General Network,Bangalore_Vadodara,Highway,Container,171,0.47,Rain,0.682,6,1.0,4200,Express,Midday,Thursday,7.147,6.462,7.147,277.9,0,2024-07-18 12:00:00
SHP03995,Indore,Lucknow,,General Network,Indore_Lucknow,Expressway,Mini Truck,1958,0.59,Clear,0.678,1,0.81,1400,Standard,Night,Wednesday,35.004,34.177,35.004,726.2,0,2024-06-12 22:00:00
SHP03996,Vizag,Coimbatore,,General Network,Vizag_Coimbatore,City Road,Mini Truck,510,0.75,Cloudy,0.686,2,0.59,850,Standard,Evening Rush,Thursday,30.053,25.785,30.053,831.7,0,2024-07-04 19:00:00
SHP03997,Ahmedabad,Jaipur,Bhopal,General Network,Ahmedabad_Jaipur,City Road,FTL Truck,237,0.46,Fog,0.412,0,0.34,2600,Express,Afternoon,Wednesday,13.083,13.275,13.083,378.7,0,2024-12-04 14:00:00
SHP03998,Bangalore,Ahmedabad,,General Network,Bangalore_Ahmedabad,Highway,Express Van,124,0.43,Heavy Rain,0.638,0,,4200,Same-Day,Evening Rush,Saturday,3.682,5.313,3.682,140.1,0,2024-07-06 21:00:00
SHP03999,Delhi,Kochi,Lucknow,General Network,Delhi_Kochi,City Road,Carting Vehicle,925,0.47,Fog,0.618,0,0.84,4800,Express,Afternoon,Sunday,68.087,48.0,68.087,1970.9,1,2024-07-28 14:00:00
SHP04000,Indore,Chennai,,General Network,Indore_Chennai,City Road,Mini Truck,593,0.65,Storm,0.642,5,0.63,1400,Same-Day,Morning Rush,Saturday,55.95,24.0,55.95,2227.5,1,2024-08-03 06:00:00
SHP04001,Delhi,Kochi,,General Network,Delhi_Kochi,Mixed,Express Van,455,0.46,Fog,0.64,0,0.91,4800,Express,Morning Rush,Tuesday,13.645,13.546,13.645,423.1,0,2024-09-17 06:00:00
